"","BKNG_ID","AGE","NBR_CRUISES","GROUP_TYPEF","GROUP_TYPEG","GROUP_TYPEI","GROUP_TYPEK","GROUP_TYPEQ","GROUP_TYPEUnknown","BKNG_STATUS","AIR_FLAGL","AIR_FLAGN","AIR_FLAGUnknown","AIR_FLAGY","BKNG_SOURCEAGENCY","BKNG_SOURCEDIRECT","BKNG_TYPEFIT","BKNG_TYPEGROUP","GENDERF","GENDERM","GENDERUnknown","DINING_TIME_CODE1","DINING_TIME_CODE2","DINING_TIME_CODEP","METAD","METAF","METAI","METAO","METAS","METAV","NET_TKT_REV","US_Citizen","Insurance_purchased","Resident_or_Immigrant","USD_Payment"
"563",563,60,0,0,1,0,0,0,0,"B",0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,332.83,1,1,1,1
"564",564,33,0,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,127.39,1,1,0,1
"565",565,57,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,236.24,1,1,1,1
"566",566,70,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,118.08,1,1,1,1
"567",567,62,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,0,1,0,1
"568",568,72,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,279.13,0,1,1,1
"569",569,51,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,181.75,1,1,1,1
"570",570,56,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,147.11,1,0,1,1
"571",571,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,118.54,1,1,1,1
"572",572,63,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,188.48,1,1,1,1
"573",573,65,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,269.84,1,1,1,1
"574",574,42,0,0,1,0,0,0,0,"B",0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,479.25,1,0,1,1
"575",575,81,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,318.54,1,1,0,1
"576",576,70,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,267.65,1,1,0,1
"577",577,46,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,136.2,1,1,1,1
"578",578,57,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,147.11,1,0,1,1
"579",579,45,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,163.95,1,1,1,1
"580",580,35,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,105.65,1,1,0,1
"581",581,41,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,105.65,1,0,1,1
"582",582,17,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,266.44,1,1,1,1
"583",583,45,0,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,718.6,1,1,1,1
"584",584,55,0,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,241.28,1,1,0,1
"585",585,32,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,291.45,1,1,1,1
"586",586,46,7,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,199.94,1,1,1,1
"587",587,63,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,117.65,1,1,0,1
"588",588,57,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,518.54,1,0,1,1
"589",589,70,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,252.26,0,1,1,0
"590",590,44,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,274.27,1,1,1,1
"591",591,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,354.25,1,1,1,1
"592",592,61,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,181.64,1,1,1,1
"593",593,49,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,273.65,0,1,0,1
"594",594,69,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,330.68,1,1,1,1
"595",595,65,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
"596",596,23,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,105.65,1,1,1,1
"597",597,41,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,288.36,1,1,0,1
"598",598,72,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,411.65,0,1,0,1
"599",599,49,0,0,0,0,0,1,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,189.17,1,1,1,1
"600",600,53,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,214.22,1,1,1,1
"601",601,33,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,144.07,1,1,1,1
"602",602,17,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,354.25,1,1,0,1
"603",603,57,0,0,0,0,0,1,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,226.28,1,1,1,1
"604",604,42,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,297.11,0,1,1,1
"605",605,87,0,0,0,1,0,0,0,"C",0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,157.73,1,1,1,1
"606",606,33,0,0,0,0,0,1,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,226.05,1,1,0,1
"607",607,17,0,0,1,0,0,0,0,"B",0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,189.97,1,1,1,1
"608",608,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,316.2,1,1,0,1
"609",609,26,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"610",610,33,0,0,0,1,0,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"611",611,53,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,75.4,1,1,1,1
"612",612,33,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,105.65,1,1,1,1
"613",613,16,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
"614",614,55,4,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,134.01,1,1,1,1
"615",615,52,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"616",616,90,0,0,0,0,0,0,1,"B",0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,498.67,1,0,1,1
"617",617,57,0,0,0,1,0,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,116.61,1,1,1,1
"618",618,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,0,1,0,1
"619",619,35,0,0,0,0,0,1,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,141.7,1,1,0,1
"620",620,52,0,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,237.99,1,1,1,1
"621",621,37,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,147.11,1,0,1,1
"622",622,61,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,302.89,0,1,1,0
"623",623,62,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,163.95,1,1,1,1
"624",624,67,1,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,5.25,1,1,1,1
"625",625,33,0,0,0,0,0,0,1,"C",0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1
"626",626,68,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,221.3,1,1,1,1
"627",627,48,4,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,309.16,1,1,1,1
"628",628,54,9,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,19.4,1,1,1,1
"629",629,74,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,97.96,1,1,1,1
"630",630,57,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,176.32,1,1,0,1
"631",631,56,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,154.25,1,0,1,1
"632",632,51,1,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,147.11,1,1,1,1
"633",633,58,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,481.41,1,1,0,1
"634",634,43,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,97.96,1,1,1,1
"635",635,52,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,177.15,1,1,1,1
"636",636,46,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,124.23,1,1,1,1
"637",637,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,288.36,1,1,0,1
"638",638,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,147.11,1,1,0,1
"639",639,13,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,245.66,1,1,0,1
"640",640,37,1,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,105.65,1,1,1,1
"641",641,52,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,119.08,1,1,1,1
"642",642,16,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,348.36,0,1,1,1
"643",643,59,0,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,228.36,1,1,1,1
"644",644,30,0,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,236.51,1,1,1,1
"645",645,49,0,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,279.88,1,1,1,1
"646",646,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,138.08,0,1,0,1
"647",647,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,297.65,1,1,0,1
"648",648,34,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,318.54,1,1,1,1
"649",649,52,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,139.44,1,1,1,1
"650",650,13,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,135.11,1,0,1,1
"651",651,62,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,251.24,0,1,1,1
"652",652,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,0,1
"653",653,58,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,201.65,1,1,1,1
"654",654,77,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,409.51,1,1,1,1
"655",655,32,0,0,0,0,0,0,1,"C",0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
"656",656,36,0,0,0,0,0,0,1,"C",0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,563.33,1,1,0,1
"657",657,65,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"658",658,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,129.46,1,1,0,1
"659",659,59,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,169.15,1,1,1,1
"660",660,78,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,249.93,1,0,1,1
"661",661,62,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,136.2,1,1,1,1
"662",662,22,0,0,0,0,0,1,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,141.7,1,1,0,1
"663",663,53,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"664",664,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,156.08,0,1,0,1
"665",665,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,118.54,1,1,0,1
"666",666,20,1,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,122.39,1,1,1,1
"667",667,62,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,262.25,1,1,1,1
"668",668,56,1,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,129.65,1,1,1,1
"669",669,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,218.54,1,1,1,1
"670",670,40,1,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,144.18,1,1,1,1
"671",671,34,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,259.28,1,1,0,1
"672",672,57,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,126.97,1,1,1,1
"673",673,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,129.29,1,1,0,1
"674",674,54,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,71.91,1,1,1,1
"675",675,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,138.08,0,1,0,1
"676",676,55,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,237.63,0,1,1,1
"677",677,69,1,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,302.89,0,1,1,0
"678",678,80,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,130.85,0,1,1,0
"679",679,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,78.32,1,1,0,1
"680",680,45,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,174.28,1,1,1,1
"681",681,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,332.83,1,1,0,1
"682",682,48,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,135.47,1,0,1,1
"683",683,55,0,0,0,0,0,0,1,"B",0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1
"684",684,70,0,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,234.08,1,1,1,1
"685",685,42,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,123.1,0,1,1,1
"686",686,72,1,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,142.11,1,0,1,1
"687",687,46,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,96.04,1,1,1,1
"688",688,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,131.18,1,1,0,1
"689",689,30,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,138.66,1,1,1,1
"690",690,50,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,141,1,1,1,1
"691",691,62,7,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,318.54,1,1,1,1
"692",692,52,1,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,261.4,1,0,1,1
"693",693,34,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,304.25,0,1,1,1
"694",694,63,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,147.11,0,1,0,1
"695",695,33,0,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,262.23,1,1,0,1
"696",696,73,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,232.23,1,1,1,1
"697",697,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,237.65,1,1,0,1
"698",698,54,0,0,1,0,0,0,0,"B",0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,191.4,1,0,1,1
"699",699,52,3,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,121.69,0,1,1,0
"700",700,69,1,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,86.75,1,1,1,1
"701",701,44,0,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,244.66,1,1,0,1
"702",702,49,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,192.05,1,1,1,1
"703",703,53,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,249.65,1,1,0,1
"704",704,37,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,107.6,1,1,1,1
"705",705,18,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,247.16,1,1,1,1
"706",706,56,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,115.18,1,1,1,1
"707",707,69,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,138.71,1,1,1,1
"708",708,49,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,118.54,1,1,1,1
"709",709,69,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,122.61,1,1,1,1
"710",710,82,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,127.64,1,1,1,1
"711",711,35,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,117.72,1,1,1,1
"712",712,70,2,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,147.11,1,0,1,1
"713",713,44,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,105.65,1,1,1,1
"714",714,21,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,176.45,0,1,0,1
"715",715,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,118.54,1,1,1,1
"716",716,63,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,276.08,1,0,1,1
"717",717,61,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,34.13,1,1,1,1
"718",718,20,0,0,1,0,0,0,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,138.08,1,1,1,1
"719",719,51,1,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,244.66,1,1,1,1
"720",720,60,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,247.16,1,1,1,1
"721",721,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,333.65,1,1,0,1
"722",722,56,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,131.83,1,1,1,1
"723",723,55,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,141.33,1,1,1,1
"724",724,64,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,275.68,1,1,1,1
"725",725,52,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,165.65,1,1,1,1
"726",726,33,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,141,1,1,1,1
"727",727,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,189.97,1,1,1,1
"728",728,60,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,130.74,1,1,1,1
"729",729,68,0,0,0,1,0,0,0,"B",0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,143.52,1,1,1,1
"730",730,50,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,133.02,0,1,1,0
"731",731,64,2,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,214.97,1,1,1,1
"732",732,15,0,0,0,0,0,0,1,"B",0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,147.11,1,1,1,1
"733",733,33,0,0,1,0,0,0,0,"C",0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,166.85,1,1,0,1
"734",734,48,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,136.96,1,1,1,1
"735",735,51,0,0,0,0,0,0,1,"B",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,165.65,1,1,1,1
"736",736,46,0,0,1,0,0,0,0,"B",0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,282.83,1,1,1,1
"737",737,63,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,36.41,1,1,1,1
"738",738,33,0,0,0,0,0,0,1,"C",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,275.68,1,1,0,1
"739",739,65,1,0,0,0,0,1,0,"B",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,231.93,1,1,1,1
"740",740,33,0,0,0,0,1,0,0,"C",0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,223.18,1,1,0,1
"741",741,74,0,0,0,1,0,0,0,"B",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,161.96,1,1,1,1
"742",742,33,0,0,0,0,0,0,1,"C",0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,166.12,1,1,0,1
